202-523     506    1212     189      97     203     411     665    2442  263238           1           1           1           0WASH      64    70.3916620.608340236
202-245      79     190      30      15      32      64     103     416   40958           1           1           1           0WASH      55    70.8862110.113837236
301-443       8      19       3       2       3       6      10      45    4003           1           1           1           0BETH      47    60.9866260.013374236
312-353     267     640     100      51     105     213     345    1559  136473           1           1           1           0CHIC      46    60.5292620.470743358
214-767     284     681     106      55     112     226     366    1689  144985           1           1           1           0DALL      45    60.4833990.517624552
206-442     225     540      84      43      89     179     290    1342  114736           1           1           1           0SEAT      45    60.5874350.412565674
212-264     252     604      94      49      99     199     323    1548  127933           1           1           1           0NY        43    60.5126930.487307132
415-556     246     590      92      47      97     195     315    1552  124731           1           1           1           0SANF      41    50.5021890.497826722
404-331     227     545      85      44      89     179     291    1435  115122           1           1           1           0ATLA      41    50.5390670.460933438
205-221     226     542      84      44      88     177     287    1498  113784           1           1           1           0JASPER    38    50.5020650.497935476
215-597     233     560      87      45      90     182     294    1659  116408           1           1           1           0PHIL      35    50.4237040.576296   
617-223     193     463      72      37      74     149     242    1414   95922           1           1           1           0BOST      33    50.5000900.499910128
202-357     234     561      87      45      89     180     291    1820  115303           1           1           1           0WASH      31    50.3350090.664991236
301-469       5      11       2       1       2       4       6      37    2292           1           1           1           0BETH      31    50.9865850.013415236
202-822     173     415      64      33      66     133     215    1359   85233           1           1           1           0WASH      31    50.5009900.499010236
505-844      99     237      37      19      37      75     122     796   48344           1           1           1           0ALBU      30    40.7037370.296284664
213-894     215     515      80      41      82     164     265    1737  105141           1           1           1           0LOSA      30    40.3529600.647040730
202-426      12      28       4       2       4       9      14      95    5737           1           1           1           0WASH      29    40.9645100.035490236
303-236     122     292      46      23      46      93     150    1003   59519           1           1           1           0DENV      29    40.6270480.376839656
503-221     113     272      42      22      43      86     139     962   55015           1           1           1           0PORTLAN   28    40.6330300.366970672
303-844      92     222      35      18      35      70     113     786   44906           1           1           1           0DENV      28    40.7000000.300000656
404-347     106     255      40      21      40      80     130     933   51474           1           1           1           0ATLA      27    40.6389940.361005438
313-226     166     397      62      32      62     124     201    1477   79732           1           1           1           0DETR      26    40.4245370.575463340
816-926     197     471      73      38      73     147     238    1791   94335           1           1           1           0KANS      26    40.2955630.704437524
402-221      98     235      36      19      36      73     118     908   46853           1           1           1           0OMAH      25    40.6430660.359836644
202-453      64     154      24      12      24      48      78     603   30719           1           1           1           0WASH      25    40.7599590.240041236
816-374     262     627      98      51      96     194     314    2496  124528           1           1           1           0KANS      25    40.0000001.000000524
301-962     105     252      39      20      39      78     126    1005   49964           1           1           1           0BALT      24    40.5984290.403040238
504-589     137     327      51      26      50     101     164    1309   64960           1           1           1           0NEWORLE   24    40.4748640.525427490
804-441     251     601      93      48      92     185     299    2467  118539           1           1           1           0NORF      24    40.0000001.000000252
415-974     141     338      53      27      52     104     168    1406   66657           1           1           1           0SANF      23    40.4273400.572660722
205-895     123     296      46      24      45      91     147    1240   58080           1           1           1           0HUNTSVI   23    40.4936080.506392477
505-766      58     138      22      11      21      42      69     579   27133           1           1           1           0ALBU      23    40.7633630.236637664
904-791     239     574      89      46      87     175     284    2437  112415           1           1           1           0JACKSVL   23    40.0000001.000000452
615-251     108     258      40      21      39      79     127    1116   50429           1           1           1           0NASHVIL   22    40.5390710.460929474
216-522     147     353      55      28      53     107     174    1525   68821           1           1           1           0CLEV      22    40.3701440.629856320
