1
 
                   MAX
            TOTAL  SIM                MAXIMUM CPS                   CONNECT
 DATE  HOUR USERS USERS            IN         OUT       TOTAL         HOURS
 
 
 940321   1     2     2          0.00        3.88        3.88          2.00
 940321   2     2     2          0.00        3.88        3.88          2.00
 940321   3     2     2          0.00        3.88        3.88          2.00
 940321   4     2     2          0.00        3.88        3.88          2.00
 940321   5     2     2          0.00        3.88        3.88          2.00
 940321   6     2     2          0.00        3.88        3.88          2.00
 940321   7     2     2          0.00        3.88        3.88          2.00
 940321   8     2     2          0.00        3.88        3.88          2.00
 940321   9     2     2          0.00        3.88        3.88          2.00
 940321  10     2     2          0.00        3.88        3.88          2.00
 940321  11     2     2          0.00        3.88        3.88          2.00
 940321  12     2     2          0.00        3.88        3.88          2.00
 940321  13     2     2          0.00        3.88        3.88          2.00
 940321  14     6     4          0.08       95.82       95.90          1.85
 940321  15    30    22          3.80      932.13      935.93         13.90
 940321  16    39    26          3.97     1018.63     1022.60         22.23
 940321  17    31    23          1.48      816.60      817.48         22.08
 940321  18    28    24          1.78      769.07      770.25         22.18
 940321  19    32    21          1.20      717.47      718.47         19.45
 940321  20    28    21          1.03      591.80      592.83         20.22
 940321  21    30    22          1.15      638.12      639.27         20.12
 940321  22    21    20          0.72      531.50      532.22         17.68
 940321  23    14    14          0.42      318.62      319.03          9.97
 940321  24     9     9          0.37      179.33      179.70          8.02
1
 
                   MAX
            TOTAL  SIM                MAXIMUM CPS                   CONNECT
 DATE  HOUR USERS USERS            IN         OUT       TOTAL         HOURS
 
 
 940322   1     8     8          0.37      149.63      150.00          7.20
 940322   2     6     6          0.08      108.42      108.50          5.93
 940322   3     4     4          0.03       41.23       41.27          3.15
 940322   4     3     3          0.02       31.18       31.20          3.00
 940322   5     3     3          0.02       31.18       31.20          3.00
 940322   6     3     3          0.02       31.18       31.20          0.50
 940322   7     0     0          0.00        0.00        0.00          0.00
 940322   8     0     0          0.00        0.00        0.00          0.00
 940322   9     0     0          0.00        0.00        0.00          0.00
 940322  10     0     0          0.00        0.00        0.00          0.00
 940322  11     0     0          0.00        0.00        0.00          0.00
 940322  12     0     0          0.00        0.00        0.00          0.00
 940322  13     1     1          0.00       23.92       23.92          0.53
 940322  14     3     3          0.02       77.78       77.80          1.12
 940322  15    22    18          3.33      573.22      576.55         11.48
 940322  16    36    21          3.90      662.42      666.02         18.78
 940322  17    25    20          1.62      558.23      559.85         18.77
 940322  18    25    20          1.73      568.58      570.08         19.58
 940322  19    27    21          1.68      578.03      578.47         19.75
 940322  20    24    22          0.72      705.67      706.38         21.37
 940322  21    27    22          6.48      670.12      670.72         20.03
 940322  22    21    20          0.60      570.15      570.68         18.30
 940322  23    16    16          0.28      426.75      427.03         11.85
 940322  24    10    10          0.12      218.13      218.25          8.85
1
 
                   MAX
            TOTAL  SIM                MAXIMUM CPS                   CONNECT
 DATE  HOUR USERS USERS            IN         OUT       TOTAL         HOURS
 
 
 940323   1     7     7          0.03      133.92      133.95          7.00
 940323   2     7     7          0.03      133.92      133.95          6.25
 940323   3     5     5          0.03       94.97       95.00          5.00
 940323   4     5     5          0.03       94.97       95.00          4.38
 940323   5     6     4          1.47       85.32       85.33          1.32
